id,weight,survey_start_time,survey_finish_time,duration(minutes),DeviceType2,order,health_rating,life_quality_rating,physical_health_rating,mental_health_rating,bed_time_hour_weekday,bed_time_15mins_weekday,am/pm_bed_time,wake_up_hour_weekday,wake_up_15_mins_weekday,am/pm_wake_up_weekday,min_in_bed_weekday,bed_time_hour_weekends,bed_time_15min_weekends,am/pm_bed_time_weekend,wake_up_hour_weekends,wake_up_15min_weekends,am/pm_wake_up_weekend,min_in_bed_weekend,hours_sleep_weekday,mins_sleep_weekday,hours_sleep_weekend,mins_sleep_weekend,mins_sleep_weekday,mins_sleep_weekend,Q7_Hours,Q7_Minutes,Q8_a,Q8_b,Q8_c,Q8_d,Q9_a,Q9_b,Q9_c,Q10_a,Q11,Q11A_a,Q11A_b,Q11A_c,Q11A_d,Q11A_e,Q12_a,Q12_b,Q13_a,Q13_a_3,Q13_b,Q14order,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14a,Q15_a,Q15_b,Q15_c,Q15_d,Q15_e,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23_a,Q23_b,Q23_c,Q24_a,Q24_b,Q24_c,Q24_d,Q24_e,Q24_f,Q25_a,Q25_b,Q25_c,Q25_A2,Q26,Q27,Q28_a,Q28_b,Q28_c,Q28_d,Q28_e,Q28_f,Q28_g,Q28_h,Q28_i,Q28_j,Q28_k,Q29,Q30_a,Q30_b,Q30_c,Q31
467,0.7313,06-Dec-2014 21:26:47,06-Dec-2014 21:35:38,8,7,"a,b",2,1,2,1,2,2,1,11,1,1,525.0,2,1,1,9,1,1,420.0,7,2,10,1,435.0,600.0,5,1,4,4,1,1,4,2,2,4,,,,,,,1,1,1,1,1,"a,b,c,d,e",4,4,5,1,1,1,2,2,2,1,1,5,5,1,5,2,4,2,,,,3,4,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
468,0.5107,06-Dec-2014 21:39:55,06-Dec-2014 21:46:27,6,9,"a,b",4,2,5,1,10,3,2,8,1,1,570.0,10,3,2,8,3,1,600.0,8,3,8,2,510.0,495.0,7,1,4,4,2,1,4,2,2,4,,,,,,,4,1,2,1,1,"a,b,e,c,d",4,4,4,2,2,3,1,1,1,1,1,2,3,2,5,2,3,2,,,,3,3,3,3,2,3,3,2,2,5.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1,1,3
469,0.8893,06-Dec-2014 21:45:31,06-Dec-2014 21:56:16,10,9,"b,a",-1,2,2,2,9,3,2,6,1,1,510.0,10,1,2,6,1,1,480.0,9,1,9,3,540.0,570.0,8,1,4,4,2,2,4,3,3,4,5.0,3.0,3.0,4.0,4.0,4.0,1,1,3,2,3,"a,b,d,e,c",4,4,5,2,2,1,1,1,1,1,1,1,1,1,4,2,4,2,,,,3,3,2,2,3,3,1,1,1,,,,,,,,,,,,,,,,2,1,1,2
471,1.0837,06-Dec-2014 22:11:14,06-Dec-2014 22:23:30,12,9,"a,b",3,4,3,2,1,3,1,11,3,1,600.0,1,3,1,11,3,1,600.0,8,1,8,1,480.0,480.0,8,1,4,3,2,2,4,2,2,4,5.0,3.0,3.0,3.0,4.0,3.0,2,1,3,2,3,"a,b,d,c,e",2,2,5,1,2,2,1,1,1,1,1,1,3,3,5,4,4,2,,,,1,1,1,1,1,1,4,3,3,7.0,2.0,,,,,,,,,,,,,,2,3,2,2
472,0.9628,06-Dec-2014 22:25:56,06-Dec-2014 22:35:03,9,9,"b,a",3,2,3,2,2,1,1,9,1,1,420.0,3,1,1,11,1,1,480.0,7,1,8,1,420.0,480.0,7,1,4,4,2,2,3,2,2,4,1.0,3.0,3.0,3.0,3.0,2.0,1,1,2,1,3,"a,b,e,d,c",4,4,4,2,3,1,2,2,1,1,1,3,3,2,3,3,4,2,,,,2,2,2,3,2,3,1,1,1,,,,,,,,,,,,,,,,4,3,3,2
473,0.5339,06-Dec-2014 22:27:52,06-Dec-2014 22:42:36,14,9,"b,a",3,2,3,1,11,4,2,7,3,1,465.0,11,1,2,7,1,1,480.0,7,2,8,1,435.0,480.0,7,1,5,5,1,2,4,2,2,4,,,,,,,4,1,3,2,1,"a,b,d,e,c",4,4,2,2,3,1,2,2,1,2,1,3,4,3,4,2,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,2,1,2,1
474,0.7278,06-Dec-2014 22:30:16,06-Dec-2014 22:36:16,6,9,"b,a",2,2,2,1,9,3,2,5,1,1,450.0,11,1,2,5,3,1,390.0,7,1,7,1,420.0,420.0,7,1,4,3,3,2,3,4,4,3,5.0,3.0,3.0,3.0,3.0,3.0,2,2,3,2,3,"a,b,c,d,e",3,3,3,3,2,3,1,3,1,4,1,3,2,2,3,2,2,2,,,,3,2,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
475,0.7656,06-Dec-2014 22:39:21,06-Dec-2014 22:52:17,12,9,"a,b",3,2,3,2,10,1,2,5,3,1,450.0,10,3,2,7,1,1,510.0,8,1,8,1,480.0,480.0,8,1,3,2,1,1,4,2,2,4,1.0,2.0,3.0,3.0,2.0,3.0,1,1,1,1,1,"a,b,d,c,e",4,4,2,2,1,2,2,2,2,2,1,1,1,1,3,2,4,1,1.0,2.0,2.0,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
476,1.3952,06-Dec-2014 22:48:19,06-Dec-2014 23:02:43,14,9,"b,a",1,1,3,1,11,4,2,8,1,1,495.0,11,4,2,8,1,1,495.0,7,1,7,1,420.0,420.0,8,1,1,1,1,4,3,3,3,2,1.0,4.0,4.0,4.0,4.0,1.0,2,1,2,1,1,"a,b,c,e,d",5,5,5,2,2,2,1,1,5,1,1,1,4,1,5,3,4,2,,,,4,2,1,4,1,1,4,4,3,8.0,2.0,,,,,,,,,,,,,,2,1,1,1
477,0.7526,06-Dec-2014 23:00:30,06-Dec-2014 23:08:53,8,3,"a,b",3,3,3,3,10,1,2,6,3,1,510.0,10,1,2,6,3,1,510.0,6,1,6,1,360.0,360.0,6,1,3,3,3,3,2,3,3,3,5.0,2.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,c,d,e",2,2,2,1,3,2,1,1,1,1,1,3,3,2,3,2,4,2,,,,2,2,2,2,2,3,2,2,1,8.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,3,3,3
478,0.8477,06-Dec-2014 23:00:42,06-Dec-2014 23:09:00,8,1,"b,a",3,3,3,3,10,1,1,4,2,2,375.0,1,1,1,7,1,1,360.0,5,1,6,1,300.0,360.0,6,1,2,2,3,2,2,4,3,2,5.0,2.0,3.0,3.0,2.0,3.0,4,1,3,2,3,"a,b,c,d,e",2,2,3,3,3,2,1,1,1,3,3,4,4,2,4,2,3,2,,,,1,3,2,2,3,2,5,4,4,9.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,3,3
479,1.1532,06-Dec-2014 23:02:19,06-Dec-2014 23:12:12,9,9,"b,a",3,3,4,3,10,3,2,6,3,1,480.0,10,3,2,6,3,1,480.0,6,3,6,3,390.0,390.0,5,1,4,3,3,3,3,3,3,3,1.0,3.0,3.0,3.0,3.0,3.0,1,1,3,2,2,"a,b,c,d,e",4,3,3,4,3,3,3,1,1,3,1,2,2,2,2,1,4,2,,,,2,2,2,3,2,2,4,3,1,3.0,2.0,,,,,,,,,,,,,,2,2,2,2
480,0.8663,06-Dec-2014 23:40:25,07-Dec-2014 00:52:49,72,9,"b,a",2,2,3,2,12,4,1,9,1,1,495.0,1,1,1,10,1,1,540.0,6,1,7,1,360.0,420.0,7,1,3,3,3,2,3,3,3,3,3.0,3.0,3.0,4.0,4.0,4.0,1,1,2,1,2,"a,b,d,e,c",3,4,4,2,1,2,2,2,2,1,1,3,4,2,4,3,4,2,,,,4,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
481,0.4112,06-Dec-2014 23:40:58,06-Dec-2014 23:48:37,7,9,"a,b",2,2,2,2,11,3,2,7,2,1,465.0,11,3,2,7,2,1,465.0,7,1,7,1,420.0,420.0,7,1,3,3,2,2,4,3,4,3,1.0,3.0,4.0,4.0,4.0,4.0,2,1,3,2,2,"a,b,e,c,d",4,3,4,2,2,2,1,1,1,1,1,3,3,2,3,3,4,2,,,,2,2,2,3,2,3,1,1,1,,,,,,,,,,,,,,,,2,2,3,3
482,2.0727,06-Dec-2014 23:43:57,06-Dec-2014 23:57:40,13,7,"b,a",3,3,2,3,11,1,2,7,1,1,480.0,2,1,1,10,1,1,480.0,6,1,8,1,360.0,480.0,4,1,2,2,1,4,2,4,5,2,4.0,3.0,3.0,2.0,3.0,3.0,1,2,3,2,2,"a,b,c,e,d",3,3,2,2,3,2,2,3,1,3,4,4,3,3,2,2,2,2,,,,3,2,2,2,2,2,4,3,2,6.0,2.0,,,,,,,,,,,,,,2,3,2,3
483,0.7028,06-Dec-2014 23:55:27,07-Dec-2014 00:14:09,18,9,"a,b",2,2,2,1,12,3,1,8,1,1,450.0,12,3,1,8,1,1,450.0,7,1,7,1,420.0,420.0,7,1,5,5,1,1,5,1,2,5,,,,,,,2,1,2,1,1,"a,b,c,e,d",5,5,5,1,2,1,1,1,1,2,1,4,4,1,4,1,4,2,,,,3,3,3,4,4,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
484,1.6327,06-Dec-2014 23:58:57,07-Dec-2014 00:11:26,12,9,"a,b",1,2,1,1,9,3,2,6,1,1,510.0,11,1,2,8,2,1,555.0,8,1,9,1,480.0,540.0,8,1,5,5,1,1,4,2,1,4,,,,,,,1,1,1,1,2,"a,b,c,e,d",4,4,5,2,1,1,2,2,4,3,5,1,1,-1,1,2,4,2,,,,2,3,2,3,2,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
485,0.4826,07-Dec-2014 00:07:25,07-Dec-2014 02:28:50,141,9,"b,a",5,3,5,1,10,3,2,4,3,1,360.0,10,3,2,4,3,1,360.0,5,1,5,1,300.0,300.0,6,1,5,2,1,1,2,1,5,4,5.0,1.0,1.0,1.0,1.0,1.0,1,1,4,3,2,"a,b,c,e,d",4,3,4,2,2,4,1,4,2,4,1,3,1,1,4,4,4,1,1.0,2.0,2.0,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,5,5,5,4
486,0.7352,07-Dec-2014 00:09:13,07-Dec-2014 00:26:12,16,9,"a,b",3,3,4,3,11,1,2,5,1,1,360.0,11,1,2,9,1,1,600.0,6,1,8,1,360.0,480.0,7,1,3,3,3,3,3,3,3,4,1.0,3.0,3.0,3.0,3.0,3.0,3,1,3,2,3,"a,b,e,d,c",3,3,5,2,3,3,2,2,2,3,3,3,3,2,3,2,3,2,,,,3,2,3,3,2,3,4,3,3,10.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4,4,3,2
487,0.624,07-Dec-2014 00:23:21,07-Dec-2014 00:38:38,15,6,"a,b",4,4,4,3,11,1,2,6,1,1,420.0,9,-1,2,6,-1,1,540.0,6,1,6,1,360.0,360.0,6,1,3,3,2,1,3,3,3,3,4.0,3.0,3.0,3.0,3.0,3.0,2,2,3,2,3,"a,b,e,d,c",2,3,3,3,3,4,1,1,1,1,1,3,4,3,4,2,4,1,2.0,2.0,2.0,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
488,0.7781,07-Dec-2014 00:31:12,07-Dec-2014 00:41:45,10,6,"b,a",2,2,2,3,10,1,2,5,4,1,465.0,10,1,2,7,1,1,540.0,7,1,8,1,420.0,480.0,8,1,3,3,2,1,3,2,3,4,5.0,3.0,3.0,3.0,3.0,3.0,2,1,2,1,4,"a,b,d,c,e",4,4,3,3,3,3,2,4,2,2,2,3,2,2,3,2,3,2,,,,2,2,2,3,3,3,3,2,3,7.0,2.0,,,,,,,,,,,,,,1,1,1,2
489,0.6883,07-Dec-2014 00:39:57,07-Dec-2014 00:49:22,9,9,"a,b",1,1,1,1,10,3,2,6,1,1,450.0,12,1,1,9,1,1,540.0,7,3,8,1,450.0,480.0,6,3,5,5,5,1,5,1,1,5,1.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,1,"a,b,d,e,c",5,5,5,1,1,1,1,1,1,1,1,2,1,1,4,2,4,2,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,5,1,1,1
490,0.7278,07-Dec-2014 00:45:49,07-Dec-2014 01:02:06,16,9,"b,a",2,2,3,2,11,1,2,7,3,1,510.0,11,1,2,7,1,1,480.0,6,1,7,1,360.0,420.0,8,1,3,3,2,3,3,3,4,3,5.0,3.0,3.0,3.0,3.0,3.0,2,2,2,1,2,"a,b,c,e,d",3,3,3,2,4,3,2,3,2,3,4,2,2,2,3,3,3,2,,,,3,2,2,3,2,2,3,3,2,4.0,1.0,5.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,3,1,2,2
491,1.163,07-Dec-2014 00:46:44,07-Dec-2014 01:07:03,20,9,"b,a",3,2,3,2,12,1,1,8,1,1,480.0,12,3,1,9,1,1,510.0,8,1,8,4,480.0,525.0,8,3,4,4,1,2,4,2,1,4,,,,,,,3,2,2,1,2,"a,b,d,e,c",4,4,4,1,3,2,1,2,1,3,1,2,2,2,4,4,4,2,,,,2,3,3,3,3,3,3,3,2,6.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1,2,1,2
492,0.8473,07-Dec-2014 01:32:31,07-Dec-2014 01:46:29,13,4,"a,b",2,2,2,2,10,1,2,5,1,1,420.0,10,2,2,6,1,1,465.0,6,2,6,3,375.0,390.0,6,1,4,4,2,1,4,2,3,4,5.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,1,"a,b,d,c,e",4,4,4,2,2,2,2,3,2,2,2,3,2,2,2,3,4,2,,,,2,2,2,3,2,2,1,1,1,,,,,,,,,,,,,,,,2,2,2,1
493,0.6037,07-Dec-2014 01:45:09,07-Dec-2014 01:54:20,9,1,"b,a",3,2,3,1,11,1,2,9,1,1,600.0,11,1,2,9,1,1,600.0,9,2,9,2,555.0,555.0,8,1,5,5,1,1,5,1,1,5,,,,,,,1,1,1,1,3,"a,b,d,c,e",5,5,5,1,1,1,1,1,1,1,1,3,2,2,3,1,4,2,,,,3,3,3,3,3,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
494,1.879,07-Dec-2014 01:47:12,07-Dec-2014 01:58:57,11,7,"a,b",3,3,3,3,-1,-1,2,-1,-1,2,,-1,3,1,4,3,2,,7,1,6,3,420.0,390.0,8,1,2,3,3,3,2,5,3,4,5.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,3,"a,b,e,c,d",1,1,1,1,1,1,1,1,1,1,1,3,-1,2,4,3,4,2,,,,2,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,4,4,4,2
495,1.1554,07-Dec-2014 02:06:14,07-Dec-2014 02:18:51,12,7,"a,b",3,3,3,3,1,1,1,7,1,1,360.0,1,3,1,8,1,1,390.0,4,3,4,2,270.0,255.0,8,1,1,1,5,5,2,4,4,1,5.0,2.0,1.0,1.0,2.0,2.0,2,2,4,3,4,"a,b,d,c,e",2,2,2,4,4,4,1,1,1,3,4,3,2,2,2,4,1,2,,,,1,1,1,1,1,1,4,4,4,9.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4,4,4,4
496,2.3503,07-Dec-2014 02:21:38,07-Dec-2014 04:28:43,127,9,"a,b",2,2,2,2,11,1,2,7,1,1,480.0,11,1,2,8,1,1,540.0,11,1,11,1,660.0,660.0,8,1,5,5,1,1,5,1,1,5,,,,,,,1,1,1,1,1,"a,b,d,c,e",5,5,1,1,1,1,1,1,1,1,1,3,3,1,5,4,4,2,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,-1
497,1.1195,07-Dec-2014 02:30:58,07-Dec-2014 02:43:29,12,3,"a,b",2,2,3,2,9,1,2,3,1,1,360.0,9,1,2,7,3,1,630.0,6,1,9,1,360.0,540.0,9,1,2,4,2,1,3,2,1,5,1.0,1.0,3.0,2.0,2.0,2.0,1,1,3,2,3,"a,b,c,e,d",5,3,2,5,5,1,3,2,2,2,2,2,1,1,3,1,4,2,,,,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,2,3
498,1.0264,07-Dec-2014 02:35:27,07-Dec-2014 02:49:14,13,9,"b,a",2,2,2,2,11,1,2,5,4,1,405.0,11,3,2,8,3,1,540.0,5,2,7,1,315.0,420.0,7,3,4,3,2,1,3,2,2,4,3.0,3.0,4.0,4.0,4.0,3.0,1,1,2,1,2,"a,b,d,e,c",3,3,4,1,2,1,1,1,1,3,2,3,2,1,3,2,4,2,,,,3,2,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,2,1
499,0.7249,07-Dec-2014 02:38:22,07-Dec-2014 02:46:04,7,9,"b,a",2,2,2,2,10,3,2,6,3,1,480.0,11,1,2,7,1,1,480.0,7,1,7,1,420.0,420.0,7,1,3,3,4,4,3,4,4,3,5.0,2.0,3.0,2.0,3.0,3.0,1,1,4,3,2,"a,b,d,c,e",3,2,3,3,2,2,2,2,2,3,2,2,2,1,3,2,4,2,,,,3,3,3,3,3,2,4,3,2,7.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,-1.0,2.0,1,2,3,2
500,1.0325,07-Dec-2014 02:56:00,07-Dec-2014 03:21:54,25,9,"a,b",1,1,1,1,11,3,2,5,4,1,375.0,12,1,1,8,3,1,510.0,5,3,8,1,330.0,480.0,7,3,3,2,2,2,2,3,3,3,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,e,c,d",2,2,3,1,3,1,2,1,1,3,3,3,3,1,3,3,4,2,,,,3,3,3,3,3,3,2,2,2,3.0,2.0,,,,,,,,,,,,,,1,1,1,2
501,0.5571,07-Dec-2014 02:56:58,07-Dec-2014 03:07:35,10,9,"b,a",3,2,3,1,9,1,2,5,1,1,480.0,9,1,2,6,1,1,540.0,7,3,7,3,450.0,450.0,6,1,5,4,1,1,5,2,2,4,,,,,,,1,1,2,1,1,"a,b,d,c,e",4,4,5,2,1,2,1,1,1,3,1,2,2,1,4,3,4,2,,,,3,3,3,3,3,3,2,2,1,4.0,2.0,,,,,,,,,,,,,,1,1,1,2
502,0.9637,07-Dec-2014 03:10:13,07-Dec-2014 03:23:07,12,1,"b,a",2,2,2,2,9,3,2,6,1,1,510.0,12,1,1,8,1,1,480.0,6,3,7,1,390.0,420.0,8,1,3,3,2,1,3,2,2,3,1.0,2.0,2.0,3.0,3.0,2.0,1,1,3,2,3,"a,b,d,c,e",4,3,3,2,2,2,3,2,1,2,2,2,2,1,2,2,3,2,,,,3,3,3,3,3,3,3,1,1,,,,,,,,,,,,,,,,1,1,1,2
503,1.0325,07-Dec-2014 03:10:16,07-Dec-2014 03:18:40,8,9,"b,a",2,2,2,1,11,1,2,6,3,1,450.0,11,2,2,8,1,1,525.0,7,1,8,2,420.0,495.0,7,3,4,4,2,1,4,2,1,5,,,,,,,1,1,2,1,1,"a,b,d,c,e",4,4,4,2,1,2,1,1,1,2,2,1,2,2,3,2,4,2,,,,3,3,3,3,3,3,2,2,1,5.0,2.0,,,,,,,,,,,,,,1,1,1,2
504,1.0229,07-Dec-2014 03:27:36,07-Dec-2014 03:32:19,4,9,"b,a",2,2,2,2,11,1,2,7,1,1,480.0,11,1,2,8,1,1,540.0,8,1,9,1,480.0,540.0,7,1,4,4,2,1,4,1,1,5,,,,,,,1,1,2,1,2,"a,b,d,c,e",4,3,4,1,2,1,1,1,1,1,2,2,2,2,3,2,4,2,,,,4,4,4,4,3,4,2,1,1,,,,,,,,,,,,,,,,1,1,1,2
505,0.9507,07-Dec-2014 03:38:28,07-Dec-2014 03:46:37,8,9,"a,b",5,4,5,2,9,1,2,7,1,1,600.0,9,1,2,7,1,1,600.0,10,1,10,1,600.0,600.0,8,1,3,3,2,2,3,3,3,2,5.0,2.0,3.0,3.0,3.0,2.0,2,4,3,2,3,"a,b,e,c,d",3,3,2,2,2,5,2,2,2,2,3,3,1,1,2,2,2,2,,,,3,3,3,3,2,2,2,2,1,4.0,2.0,,,,,,,,,,,,,,2,3,3,3
506,1.0832,07-Dec-2014 03:44:34,07-Dec-2014 03:55:07,10,9,"a,b",3,3,4,4,11,1,2,5,1,1,360.0,11,1,2,6,1,1,420.0,5,1,5,1,300.0,300.0,8,1,1,1,2,2,2,2,2,3,1.0,3.0,3.0,3.0,3.0,3.0,1,1,3,2,3,"a,b,d,e,c",3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,,,,3,3,3,3,3,3,3,3,3,6.0,2.0,,,,,,,,,,,,,,3,3,3,2
507,0.7669,07-Dec-2014 03:51:09,07-Dec-2014 04:12:47,21,1,"b,a",4,4,4,2,5,1,1,2,1,2,540.0,5,1,1,2,1,2,540.0,5,1,5,1,300.0,300.0,7,1,1,1,5,5,1,5,5,2,5.0,3.0,2.0,3.0,4.0,2.0,4,1,5,3,3,"a,b,e,c,d",2,1,2,5,4,5,1,1,1,2,2,1,4,2,1,2,2,1,2.0,1.0,2.0,3,1,2,3,1,1,5,4,4,9.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,4,3
508,0.4819,07-Dec-2014 03:54:40,07-Dec-2014 04:07:26,12,9,"b,a",3,3,4,3,12,1,1,7,1,1,420.0,12,1,1,7,1,1,420.0,5,3,5,3,330.0,330.0,7,1,1,2,3,2,2,3,3,3,5.0,3.0,3.0,2.0,3.0,3.0,3,3,2,1,2,"a,b,e,c,d",3,3,3,3,4,2,1,2,1,2,2,3,3,4,3,4,4,2,,,,3,3,3,3,3,3,2,2,2,6.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2,2,2,3
509,2.7941,07-Dec-2014 04:10:41,07-Dec-2014 04:23:32,12,10,"a,b",3,3,3,3,10,3,2,6,1,1,450.0,11,3,2,9,1,1,570.0,7,1,9,1,420.0,540.0,7,1,3,3,2,2,3,3,2,3,1.0,4.0,4.0,4.0,4.0,4.0,1,1,2,1,2,"a,b,c,d,e",4,4,4,3,1,2,1,1,1,2,1,3,3,2,3,4,4,2,,,,3,3,3,3,3,3,2,2,1,4.0,2.0,,,,,,,,,,,,,,1,1,1,2
511,1.2228,07-Dec-2014 04:24:31,07-Dec-2014 04:35:12,10,7,"a,b",4,4,4,4,4,1,1,7,1,1,180.0,1,1,1,8,3,1,450.0,3,1,4,1,180.0,240.0,9,1,1,1,5,5,1,5,5,1,5.0,1.0,1.0,2.0,2.0,2.0,4,4,4,3,5,"a,b,e,d,c",1,1,1,5,5,4,1,1,5,5,5,1,1,1,1,1,1,1,2.0,1.0,2.0,1,1,1,1,1,1,3,3,3,8.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4,4,4,4
512,1.1733,07-Dec-2014 04:32:42,07-Dec-2014 04:46:21,13,3,"a,b",2,2,2,2,2,1,1,10,3,1,510.0,2,1,1,10,3,1,510.0,8,1,8,1,480.0,480.0,7,1,5,5,1,4,4,3,1,4,1.0,2.0,3.0,3.0,3.0,3.0,1,1,2,1,3,"a,b,e,c,d",4,4,3,3,4,2,1,1,3,2,3,3,3,2,2,3,4,2,,,,1,1,1,1,1,2,5,4,1,11.0,2.0,,,,,,,,,,,,,,2,1,1,2
513,1.3245,07-Dec-2014 04:36:10,07-Dec-2014 05:28:23,52,9,"a,b",3,3,3,3,11,2,2,4,3,1,315.0,10,2,2,5,1,1,405.0,6,3,7,1,390.0,420.0,7,1,2,3,2,1,2,1,3,3,2.0,3.0,1.0,3.0,1.0,1.0,1,1,3,2,2,"a,b,c,d,e",3,5,5,5,3,5,3,1,1,1,1,3,4,2,1,3,4,2,,,,3,3,-1,1,1,1,5,5,3,4.0,2.0,,,,,,,,,,,,,,2,1,1,2
514,0.6883,07-Dec-2014 04:41:02,07-Dec-2014 04:52:22,11,1,"a,b",5,4,5,4,2,1,1,3,1,1,60.0,2,1,1,3,1,1,60.0,3,1,3,1,180.0,180.0,9,1,1,1,5,5,1,5,5,1,5.0,3.0,1.0,1.0,1.0,1.0,3,1,5,3,4,"a,b,e,d,c",1,1,1,5,4,5,1,1,1,1,1,1,2,1,1,2,1,1,2.0,1.0,2.0,2,1,1,1,1,1,5,4,4,11.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,4,5,4,3
515,0.6856,07-Dec-2014 05:19:24,07-Dec-2014 05:29:58,10,9,"b,a",3,3,3,2,9,1,2,3,4,1,405.0,11,1,2,8,1,1,540.0,4,3,8,1,270.0,480.0,8,1,2,2,4,1,2,3,2,3,5.0,3.0,3.0,2.0,3.0,2.0,3,1,3,2,2,"a,b,e,c,d",3,2,3,3,2,3,1,2,1,2,2,3,2,2,2,3,4,2,,,,4,3,3,3,3,3,2,2,1,4.0,2.0,,,,,,,,,,,,,,1,1,1,2
516,1.3205,07-Dec-2014 05:22:42,07-Dec-2014 05:41:54,19,1,"a,b",4,3,3,4,10,1,2,7,1,1,540.0,10,1,2,7,1,1,540.0,6,1,7,1,360.0,420.0,8,1,3,2,5,3,3,4,3,3,5.0,2.0,3.0,2.0,3.0,2.0,4,3,4,3,4,"a,b,e,c,d",3,3,5,5,4,4,5,5,4,5,4,2,2,1,1,1,2,1,2.0,1.0,2.0,2,3,2,2,2,3,3,3,2,8.0,2.0,,,,,,,,,,,,,,3,4,4,2
517,1.002,07-Dec-2014 05:52:44,07-Dec-2014 06:06:29,13,4,"a,b",3,3,3,3,7,1,2,2,1,1,420.0,5,1,1,4,1,2,660.0,7,1,11,1,420.0,660.0,9,1,3,2,2,1,3,3,2,4,5.0,2.0,2.0,2.0,3.0,1.0,1,1,3,2,2,"a,b,e,d,c",3,3,1,4,2,2,2,2,2,2,2,1,1,1,2,3,4,2,,,,2,2,2,2,2,3,3,2,2,5.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1,2,3,2
518,1.5085,07-Dec-2014 05:59:17,07-Dec-2014 06:30:30,31,9,"b,a",4,3,4,3,11,1,2,7,1,1,480.0,12,1,2,9,1,1,1260.0,11,1,12,1,660.0,720.0,8,1,4,1,4,1,3,3,3,4,1.0,3.0,1.0,1.0,3.0,4.0,1,1,3,2,3,"a,b,d,c,e",4,3,1,1,1,2,1,1,1,3,4,2,2,2,2,2,4,2,,,,1,1,1,1,2,1,5,5,1,11.0,2.0,,,,,,,,,,,,,,5,3,5,2
519,0.7709,07-Dec-2014 06:49:18,07-Dec-2014 07:18:55,29,9,"b,a",5,5,5,3,9,1,2,10,1,1,780.0,9,1,2,10,1,1,780.0,10,1,10,1,600.0,600.0,12,1,4,4,3,2,4,3,3,4,5.0,3.0,3.0,3.0,3.0,3.0,1,1,3,2,2,"a,b,c,d,e",3,4,4,2,1,3,1,2,2,3,1,5,5,2,5,3,4,2,,,,3,3,3,3,4,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
