caseid,market,census,region,qs1,s1t,qs3,q1a,q2a,q3,q3b,q4a,q5a,q6a,weekavg,q6b,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q9a,q9b,q9c,q9d,q9e,q10,q11,q12,q13,q14,q15a,q15b,q15c,q16a,q16b,q16c,q17a,q17b,q18,q19,q20,q21a,slp,q21b,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23a,q23b,q23c,q23d,q23e,q23f,q24a,q24b,q24c,q24d,q24e,q24f,q24g,q25a,q25b,q25c,q25d,q25e,q26a,q26b,q26c,q27,q28,q2901,q2902,q2903,q2904,q2905,q2906,q30a,q30b,q31a,q31b,q32,q33a,q33b,q33c,q34,q35a,q35b,q35c,q35d,q35e,q35f,q3601,q3602,q3603,q3604,q3605,q3606,q3607,q3608,q3609,q3610,q37,d1,d2a,d2b,d2c,d2d,ttlkid,d3,d4,d501,d502,d503,d504,d6,d7,q38,q39a,q39b,q39c,q39d,q40a,q40b,q40c,q40d
146,Mid2,2,2,1,,2,9,2,7.00,00,11,2,8.00,7.29,00,4,3,1,2,2,2,4,4,3,4,4,1,3,4,3,4,4,2,2,1,,,2,1,5,2,,2,7.00,2.00,00,3,2,2,2,3,3,2,4,5,3,3,3,4,3,5,3,2,1,4,4,3,5,2,2,2,1,1,2,00,2,5,,,,,,4,4,4,4,5,3,1,4,3,10,08,10,10,10,08,2,,,,,,,,,,2,2,01,96,96,01,1,2,5,1,,,,022,3,1,4,4,2,4,2,1,2,1
310,West3,4,4,1,,1,6,14,7.00,00,9,1,8.00,7.29,00,2,2,2,2,4,1,1,1,4,4,4,2,4,4,2,4,4,2,2,2,,,,1,1,2,,4,7.00,2.00,00,2,2,99,1,2,2,2,4,4,4,4,3,3,3,4,4,4,4,4,4,96,96,96,96,96,,,, ,,,,,,,,4,4,4,4,3,4,1,4,3,10,10,10,8,10,8,1,,,,,,,,,,4,2,96, , , ,,4,5,95,,,,025,4,4,1,2,1,1,,,,
312,West3,4,4,1,,1,2,9,7.00,00,5,12,8.00,7.29,00,3,3,4,3,99,1,1,4,3,3,3,2,4,4,4,4,3,1,2,2,1,,,1,1,2,,2,7.00,2.00,00,2,3,2,2,3,99,3,2,4,1,3,3,4,3,4,3,3,3,5,4,3,3,3,1,3,2,2,2, ,,,,,,,,4,4,2,1,3,4,2,4,4,06,06,08,06,06,07,2,,,,,,,,,,1,2,96, , , ,,4,5,3,,,,045,5,4,1,1,1,1,,,,
371,West4,4,4,1,,2,2,10,7.00,00,9,12,8.00,7.29,00,3,2,2,3,2,2,3,3,3,3,3,3,3,4,4,4,4,2,2,2,,,,1,1,2,,4,7.00,2.00,00,2,2,2,2,2,2,2,1,4,4,4,4,4,3,4,4,3,4,4,4,3,3,2,4,2,2,2,2, ,,,,,,,,2,4,4,4,3,4,2,4,3,08,08,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,3,3,1,,,,048,4,2,3,3,2,2,2,2,2,2
433,South3,3,3,1,,2,5,14,7.00,00,5,14,8.00,7.29,00,4,4,3,3,1,2,3,3,4,3,3,3,3,4,3,3,1,2,2,2,,,,1,1,2,,1,7.00,2.00,00,1,2,3,2,2,1,2,1,4,1,1,1,1,3,5,5,5,4,5,4,1,2,1,3,2,2,2,2, ,,,,,,,,3,4,3,3,5,2,4,4,4,12,12,12,12,10,08,2,,,,,,,,,,1,1,01,01,96,96,1,3,5,1,,,,045,98,3,1,2,1,2,,,,
440,West4,4,4,1,,2,3,12,7.00,00,5,12,8.00,7.29,00,1,4,3,3,5,99,1,4,3,4,4,2,3,4,3,4,4,2,2,2,,,,1,1,2,,1,7.00,2.00,00,1,2,2,1,2,1,2,99,4,1,5,5,4,1,5,3,4,1,4,5,1,2,2,2,2,1,2,2,001,2,5,,,,,,4,4,3,3,5,4,2,4,4,08,10,10,10,08,08,7,,,,,,,,,,,1,96, , , ,,4,4,1,,,,060,5,3,3,3,3,3,2,1,2,2
619,Mid4,2,2,1,,2,7,11,7.00,00,10,15,8.00,7.29,00,4,4,4,2,2,1,1,4,4,3,4,4,4,3,4,4,4,2,2,2,,,,1,4,2,,1,7.00,2.00,00,2,2,3,2,3,3,3,1,4,3,3,2,4,4,5,4,4,4,4,4,3,2,3,2,99,2,2,2, ,,,,,,,,3,4,4,3,3,4,3,2,4,08,08,08,08,08,08,2,,,,,,,,,,1,3,96, , , ,,2,5,1,,,,059,4,3,3,3,3,1,2,2,2,2
680,Mid1,2,2,1,,2,6,14,7.00,00,10,14,8.00,7.29,00,2,3,3,3,99,1,1,4,3,4,4,1,3,3,3,4,4,2,2,2,,,,1,1,2,,1,7.00,2.00,00,2,4,3,4,2,1,4,4,3,4,3,3,3,3,5,3,3,3,5,5,1,1,1,1,1,2,2,2, ,,,,,,,,3,4,4,3,3,4,1,3,3,08,10,10,10,10,10,2,,,,,,,,,,1,2,96, , , ,,4,3,1,,,,049,3,4,3,2,2,2,,,,
687,Mid4,2,2,1,,2,6,14,7.00,00,9,14,8.00,7.29,00,1,1,2,2,1,1,2,4,4,4,4,2,5,4,3,4,4,2,2,2,,,,1,1,2,,2,7.00,2.00,00,1,1,2,1,1,1,2,2,5,2,4,5,5,4,4,4,2,4,4,4,2,2,2,2,2,1,1,2,2,2,3,,,,,,4,3,4,2,3,4,1,4,3,08,08,07,08,08,08,2,,,,,,,,,,1,2,96, , , ,,5,7,1,,,,061,2,2,3,3,2,3,2,1,2,1
775,Mid3,2,2,1,,1,9,3,7.00,00,11,2,8.00,7.29,00,2,2,2,3,5,99,3,4,4,4,4,2,4,4,4,3,4,2,2,2,,,,1,1,2,,2,7.00,2.00,00,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,4,4,4,5,4,2,2,2,2,2,1,2,2,0,2,6,,,,,,2,2,3,3,3,3,3,1,1,08,08,12,12,12,08,2,,,,,,,,,,2,1,96, , , ,,4,3,1,,,,034,98,2,1,2,2,3,,,,
855,Mid5,2,2,1,,1,7,15,7.00,00,11,1,8.00,7.29,00,2,3,3,2,3,3,1,3,4,3,3,2,3,4,3,4,4,2,2,2,,,,1,1,2,,1,7.00,2.00,00,5,5,5,5,5,5,5,1,5,5,5,5,5,4,4,4,5,2,4,4,1,1,2,4,99,2,2,2, ,,,,,,,,1,3,2,3,3,4,4,4,4,08,08,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,3,3,1,,,,044,3,2,3,3,1,3,2,1,2,2
937,South3,3,3,1,,1,5,99,7.00,00,7,99,8.00,7.29,00,2,2,1,3,3,99,1,3,3,3,4,3,4,4,3,4,3,2,2,2,,,,1,1,2,,1,7.00,2.00,00,2,3,99,2,2,3,3,3,4,3,3,3,99,4,4,5,4,3,5,4,2,2,1,2,2,2,2,2, ,,,,,,,,3,4,2,3,98,2,3,3,98,99,99,99,99,99,99,2,,,,,,,,,,4,1,96, , , ,,4,6,1,,,,998,98,3,1,1,1,1,,,,
953,NE4,1,1,1,,1,3,12,7.00,00,5,14,8.00,7.29,00,1,1,3,5,5,99,1,3,3,4,2,3,3,4,4,4,3,2,2,2,,,,1,1,2,,2,7.00,2.00,00,3,3,5,4,3,2,3,5,5,3,5,5,3,4,5,4,3,4,5,3,1,4,2,5,4,1,2,2,0,1,,,,,,,3,4,4,2,3,4,2,4,1,08,06,08,08,08,08,2,,,,,,,,,,1,1,03,02,01,96,3,4,2,1,,,,040,3,1,3,4,1,3,2,1,2,1
1006,West2,4,4,1,,1,2,10,7.00,00,6,11,8.00,7.29,00,2,2,2,2,2,1,1,4,4,4,4,1,4,4,4,4,4,2,2,2,,,,1,2,2,,1,7.00,2.00,00,2,1,3,3,1,2,2,3,4,3,4,3,4,5,5,5,4,5,5,5,1,1,1,1,2,2,2,2, ,,,,,,,,3,4,4,2,2,4,2,3,3,07,07,07,07,07,07,2,,,,,,,,,,1,1,96, , , ,,5,7,1,,,,062,7,2,3,3,3,3,2,1,1,2
178,South2,3,3,1,,1,7,13,7.50,30,9,14,7.50,7.50,30,1,1,2,1,4,2,1,3,3,3,3,1,4,4,4,4,4,2,2,2,,,,1,1,2,,2,7.00,3.00,00,1,1,1,1,1,1,1,4,5,4,5,4,5,3,3,4,4,3,4,3,2,2,2,1,3,1,1,2,001,2,4,,,,,,2,3,3,3,3,3,3,1,3,12,08,12,10,10,12,1,,,,,,,,,,1,1,96, , , ,,3,6,1,,,,054,6,2,3,1,3,3,,,,
197,South2,3,3,1,,1,7,14,7.50,30,7,14,7.50,7.50,30,4,5,4,4,5,2,1,4,4,4,4,2,3,4,4,3,4,1,2,2,2,,,2,5,1,1,1,7.00,3.00,00,2,2,2,2,3,3,3,3,5,3,4,1,3,3,4,4,2,3,5,4,1,1,2,2,2,2,2,2, ,,,,,,,,3,4,4,3,5,4,1,4,4,06,07,08,08,07,07,8,,,,,,,,,,,3,96, , , ,,2,5,1,,,,037,2,1,4,4,3,4,2,1,1,1
471,South4,3,3,1,,2,9,2,7.50,30,9,2,7.50,7.50,30,2,5,5,5,2,2,1,3,2,3,3,2,3,4,4,4,4,2,2,2,,,,1,1,2,,2,7.00,3.00,00,2,2,2,2,2,2,1,2,4,4,4,3,99,3,3,3,2,3,3,3,1,1,2,2,2,2,2,2, ,,,,,,,,4,4,3,2,5,4,2,3,1,08,08,08,08,08,08,7,,,,,,,,,,,1,96, , , ,,5,6,1,,,,058,98,3,2,4,2,2,2,2,2,2
655,South2,3,3,1,,2,3,12,7.50,30,6,14,7.50,7.50,30,2,2,2,2,5,1,1,4,4,4,4,1,3,4,4,3,3,2,2,2,,,,1,1,2,,2,7.00,3.00,00,1,2,2,2,2,1,2,1,1,2,4,3,4,3,3,3,3,2,4,1,1,2,1,2,1,1,2,2,0,1,,,,,,,4,4,4,4,2,4,1,4,4,6,6,12,12,12,10,6,,,,,,,,,,,2,96, , , ,,4,6,95,,,,057,98,2,1,1,3,3,,,,
467,NE4,1,1,1,,2,3,12,8.00,00,3,12,7.00,7.71,00,5,3,3,5,1,1,5,4,3,4,2,4,2,4,3,3,3,1,1,1,1,2,1,1,5,2,,2,7.00,3.00,00,1,1,1,1,3,2,3,3,4,5,5,5,5,4,5,5,4,3,4,3,96,96,96,96,96,,,, ,,,,,,,,4,99,4,4,3,2,2,1,4,07,99,08,10,07,99,9,,,,,,,,,,,4,96, , , ,,1,3,1,,,,066,1,1,4,3,99,3,1,1,1,2
606,South5,3,3,1,,2,6,11,8.00,00,7,14,7.00,7.71,00,1,2,3,4,1,1,1,4,4,4,4,4,3,4,4,2,2,2,2,2,,,,1,1,2,,2,7.00,3.00,00,1,1,1,1,1,1,1,2,5,2,4,1,4,3,4,5,4,3,5,5,2,2,1,2,1,1,2,2,003,2,6,,,,,,3,4,3,1,3,3,3,2,4,12,12,12,12,12,12,2,,,,,,,,,,1,1,01,01,96,96,1,3,5,1,,,,040,3,3,99,3,3,3,2,2,1,2
758,South5,3,3,1,,2,7,1,8.00,00,9,1,7.00,7.71,00,1,2,2,99,99,99,5,3,3,3,3,99,4,4,4,3,4,2,2,2,,,,1,1,2,,2,7.00,3.00,00,1,2,1,2,2,3,2,3,3,4,5,4,5,4,1,5,5,2,5,2,1,1,5,1,2,2,2,2, ,,,,,,,,1,3,3,1,5,4,1,1,3,08,08,10,08,08,08,2,,,,,,,,,,1,1,96, , , ,,5,5,1,,,,058,7,5,1,2,2,2,,,,
805,NE4,1,1,1,,1,8,13,8.00,00,10,1,7.00,7.71,00,4,4,5,5,1,1,1,4,2,4,4,2,3,4,3,4,4,2,2,2,,,,1,5,2,,3,7.00,3.00,00,1,2,2,2,2,2,2,4,4,2,4,3,5,2,2,3,3,2,2,3,1,1,1,1,1,1,2,2,000,1,,,,,,,3,4,2,3,4,4,2,2,4,10,16,16,16,16,12,2,,,,,,,,,,1,4,96, , , ,,3,7,1,,,,039,4,4,1,1,1,3,,,,
871,South3,3,3,1,,1,99,99,8.00,00,8,14,7.00,7.71,00,1,2,2,2,5,99,3,3,3,3,3,3,3,4,3,3,3,2,2,2,,,,1,1,2,,3,7.00,3.00,00,2,2,2,1,2,2,2,5,2,2,4,3,4,3,3,3,2,3,4,4,2,2,2,2,2,1,1,2,002,2,4,,,,,,3,4,4,2,5,4,1,4,4,10,10,05,08,12,08,2,,,,,,,,,,4,1,96, , , ,,3,2,2,,,,055,5,3,1,1,1,1,,,,
37,Mid2,2,2,1,,2,4,14,6.00,00,9,14,9.00,6.86,00,1,2,2,3,2,1,1,4,4,3,4,4,3,4,3,4,4,2,2,2,,,,1,1,2,,4,8.00,1.00,00,2,2,2,2,2,2,2,3,4,3,4,3,4,4,4,5,4,4,5,4,4,1,1,1,1,1,2,2,5,2,4,,,,,,98,4,4,3,3,4,2,4,3,12,08,12,12,12,10,3,,,,,,,,,,1,1,96, , , ,,4,7,1,,,,042,98,2,1,1,3,3,,,,
74,NE1,1,1,1,,2,3,14,6.00,00,7,1,9.00,6.86,00,1,5,2,5,4,1,4,3,3,4,3,4,3,4,4,4,3,2,1,2,,2,,1,5,2,,5,8.00,1.00,00,3,2,1,1,2,2,2,2,5,2,3,3,4,2,4,3,3,2,4,4,5,5,4,5,5,1,1,2,0,5,4,,,,,,3,4,3,3,3,4,1,4,3,12,12,12,12,15,12,2,,,,,,,,,,1,2,01,96,01,96,,1,7,1,,,,045,5,1,3,3,3,4,2,1,1,1
131,South2,3,3,1,,2,6,12,6.00,00,12,14,9.00,6.86,00,5,5,4,5,3,2,5,4,4,4,4,3,1,4,4,2,2,2,1,1,,1,1,5,5,2,,4,8.00,1.00,00,3,3,2,2,3,3,3,1,5,1,4,1,4,3,3,5,4,1,4,3,4,4,1,5,4,1,2,2,02,5,4,,,,,,3,4,4,4,4,4,1,4,4,10,10,10,10,10,10,2,,,,,,,,,,1,1,02,01,01,96,2,3,7,1,,,,036,2,1,4,4,4,4,1,1,2,2
545,Mid3,2,2,1,,1,2,10,6.00,00,7,14,9.00,6.86,00,2,2,1,2,1,1,1,3,4,4,4,1,2,4,4,4,3,2,2,2,,,,1,1,2,,3,8.00,1.00,00,2,2,2,1,2,1,3,2,5,4,4,4,4,3,4,4,4,4,4,4,3,2,1,3,2,1,2,2,015,3,3,,,,,,3,4,3,2,3,4,3,3,4,12,12,12,12,12,12,2,,,,,,,,,,1,1,02,96,02,96,2,5,3,1,,,,031,5,2,1,3,1,4,2,2,2,2
641,South5,3,3,1,,2,5,1,6.00,00,11,1,9.00,6.86,00,2,1,2,4,5,3,1,3,3,4,3,3,3,4,3,4,3,2,2,2,,,,1,1,2,,3,8.00,1.00,00,3,3,3,1,3,3,3,3,4,3,4,2,3,2,4,4,3,2,4,3,3,2,2,2,99,2,2,2, ,,,,,,,,4,4,4,2,3,3,3,99,3,10,08,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,4,7,1,,,,035,5,2,1,3,1,3,1,99,2,2
18,West1,4,4,1,,2,5,13,7.00,00,9,1,8.00,7.29,00,3,2,3,4,2,1,1,4,4,4,4,3,3,3,3,4,4,2,2,2,,,,1,1,2,,2,8.00,1.00,00,2,2,2,3,2,2,2,3,4,3,4,4,4,3,3,3,2,3,3,4,2,2,1,4,2,2,2,2, ,,,,,,,,3,3,3,2,3,4,4,3,3,10,10,10,10,8,8,5,,,,,,,,,,,1,02,01,01,96,,4,7,1,,,,050,5,2,3,1,3,3,,,,
50,Mid2,2,2,1,,2,8,14,7.00,00,9,1,8.00,7.29,00,1,1,2,2,1,1,3,3,3,3,3,2,4,4,3,4,4,2,2,2,,,,1,1,2,,2,8.00,1.00,00,2,2,3,1,2,3,2,5,3,4,4,3,5,4,3,5,3,4,4,4,1,1,1,1,1,2,2,2, ,,,,,,,,3,4,4,3,5,4,3,3,3,10,10,10,10,08,08,5,9,,,,,,,,,,1,96, , , ,,4,5,1,,,,054,5,2,1,1,1,3,,,,
105,South1,3,3,1,,2,5,14,7.00,00,9,15,8.00,7.29,00,2,5,5,5,1,1,1,3,4,3,4,3,1,4,3,4,4,2,2,1,,,2,1,4,2,,5,8.00,1.00,00,1,1,2,1,2,1,1,1,4,4,4,2,4,2,3,3,5,2,4,4,2,2,2,5,5,1,2,2,010,3,5,,,,,,2,4,4,2,3,4,2,4,4,09,08,09,09,10,06,2,,,,,,,,,,1,1,04,02,02,96,4,2,6,1,,,,036,3,2,2,4,4,4,2,1,1,2
139,South2,3,3,1,,2,6,14,7.00,00,7,15,8.00,7.29,00,2,2,3,3,99,99,1,4,4,4,4,3,3,4,3,4,4,2,2,2,,,,1,1,2,,3,8.00,1.00,00,2,2,2,2,2,2,3,1,3,3,4,4,4,4,4,4,3,3,5,4,2,1,2,2,3,1,2,2,000,1,,,,,,,2,4,4,4,3,4,1,1,4,08,06,08,08,08,08,2,,,,,,,,,,4,1,96, , , ,,4,5,1,,,,067,2,1,3,4,3,3,2,1,1,2
145,South1,3,3,1,,1,5,14,7.00,00,5,14,8.00,7.29,00,1,2,2,5,5,5,3,3,3,3,3,2,2,4,3,4,4,2,2,2,,,,1,1,2,,2,8.00,1.00,00,2,2,2,2,2,2,2,1,5,5,4,5,5,3,3,3,3,3,3,3,1,1,2,1,1,2,2,2, ,,,,,,,,3,3,3,3,3,1,3,4,3,10,10,12,12,10,10,2,,,,,,,,,,1,1,02,96,02,96,2,2,3,1,,,,036,2,2,2,2,2,3,,,,
343,South3,3,3,1,,2,6,14,7.00,00,9,1,8.00,7.29,00,3,4,4,5,1,99,1,3,4,3,99,3,3,4,4,99,4,2,2,2,,,,1,1,2,,3,8.00,1.00,00,1,2,3,3,2,2,3,3,4,4,4,4,3,3,3,4,3,4,4,4,2,2,2,2,2,1,2,2,001,2,5,,,,,,3,4,3,2,3,4,3,3,3,10,12,15,12,10,09,2,,,,,,,,,,4,1,02,96,01,01,2,4,5,1,,,,029,2,1,3,4,3,4,2,1,1,1
570,Mid3,2,2,1,,1,4,13,7.00,00,6,13,8.00,7.29,00,1,4,1,3,5,1,2,4,4,3,3,3,2,3,3,4,3,2,2,2,,,,1,1,2,,3,8.00,1.00,00,2,1,3,2,3,1,1,2,5,4,4,4,4,2,1,2,2,2,3,3,2,2,3,2,2,1,2,2,0,2,5,,,,,,3,4,4,2,2,3,3,2,3,10,10,10,10,8,8,2,,,,,,,,,,1,1,02,01,01,96,2,4,3,1,,,,038,4,2,1,2,1,2,,,,
600,Mid4,2,2,1,,2,4,12,7.00,00,7,12,8.00,7.29,00,1,5,1,1,1,1,1,4,4,4,4,1,3,3,3,3,3,2,2,2,,,,1,1,2,,3,8.00,1.00,00,2,2,1,2,2,2,2,1,5,4,4,4,4,3,5,5,4,3,4,2,1,1,2,1,5,1,2,2,000,2,1,,,,,,4,4,3,2,3,4,1,4,4,08,08,08,08,08,08,2,,,,,,,,,,1,1,01,96,96,01,1,5,5,1,,,,025,4,4,1,1,1,1,,,,
601,South5,3,3,1,,2,5,12,7.00,00,9,14,8.00,7.29,00,2,3,3,3,4,2,3,3,3,4,3,3,3,4,3,3,3,2,2,2,,,,1,2,2,,3,8.00,1.00,00,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,2,2,2,2,2,2,2,2, ,,,,,,,,4,4,2,3,3,1,3,4,3,10,10,10,08,08,08,2,,,,,,,,,,1,2,01,01,96,96,1,4,3,2,,,,040,1,3,3,3,3,3,1,2,2,2
682,South1,3,3,1,,2,9,15,7.00,00,9,2,8.00,7.29,00,4,3,4,3,2,2,3,4,2,4,3,3,3,4,4,3,3,2,2,2,,,,2,2,2,,4,8.00,1.00,00,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,1,1,1,1,2,2,2,2, ,,,,,,,,4,4,4,4,2,4,2,2,3,09,08,09,09,09,08,7,,,,,,,,,,,6,96, , , ,,3,4,1,,,,072,4,1,3,3,3,3,1,1,2,1
718,NE2,1,1,1,,2,5,14,7.00,00,7,14,8.00,7.29,00,1,2,1,2,2,1,2,3,3,4,4,3,4,2,3,3,4,2,2,2,,,,1,1,2,,3,8.00,1.00,00,2,3,2,2,2,2,1,2,4,2,4,2,4,1,4,4,3,4,4,5,2,2,2,3,2,2,2,2, ,,,,,,,,2,2,4,4,3,4,1,4,3,12,12,12,12,12,08,2,,,,,,,,,,1,1,02,96,01,01,2,3,6,2,,,,038,7,4,1,3,1,3,2,1,2,2
663,Mid1,2,2,1,,2,9,1,7.50,30,7,1,7.50,7.50,30,2,2,1,2,2,1,2,3,3,3,4,2,4,3,3,4,4,2,2,2,,,,1,1,2,,2,8.00,1.00,00,4,4,2,3,3,4,4,3,3,3,4,3,3,4,5,5,5,5,5,5,1,1,2,2,1,2,2,2, ,,,,,,,,3,4,2,2,4,4,3,2,3,08,08,10,10,10,08,7,,,,,,,,,,,1,96, , , ,,4,5,1,,,,067,98,3,2,2,2,3,,,,
40,Mid2,2,2,1,,2,7,12,8.00,00,12,3,7.00,7.71,00,4,4,5,4,2,1,2,4,4,3,3,2,2,3,3,4,3,2,2,2,,,,1,1,2,,2,8.00,2.00,00,99,2,2,4,2,4,3,1,2,4,2,1,4,3,2,2,5,2,3,3,96,96,96,96,96,,,, ,,,,,,,,4,4,4,4,3,4,1,3,4,08,10,08,09,08,08,6,,,,,,,,,,,1,96, , , ,,3,3,1,,,,057,2,1,3,3,3,4,2,1,1,1
229,South1,3,3,1,,2,5,12,8.00,00,7,1,7.00,7.71,00,2,2,2,3,3,1,1,4,3,4,4,3,3,4,4,4,4,2,2,2,,,,1,1,2,,1,8.00,2.00,00,2,2,3,1,2,2,3,4,4,4,3,3,3,4,4,5,3,3,4,4,3,4,2,2,2,1,1,2,02,3,4,,,,,,3,3,3,3,5,4,1,4,3,10,12,12,10,10,08,2,9,,,,,,,,,2,1,96, , , ,,3,6,1,,,,041,6,2,3,3,2,3,2,1,2,2
739,South5,3,3,1,,1,5,10,8.00,00,8,1,7.00,7.71,00,1,2,1,1,5,1,1,4,4,4,4,2,5,4,3,3,3,2,2,2,,,,2,2,2,,1,8.00,2.00,00,1,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,4,5,5,5,2,1,1,1,2,1,2,2,000,2,6,,,,,,3,4,2,2,6,4,1,4,4,10,10,10,10,10,10,1,,,,,,,,,,1,1,03,01,01,01,3,4,6,1,,,,042,4,5,1,2,1,1,,,,
836,South3,3,3,1,,1,5,12,8.00,00,6,14,7.08,7.74,05,4,3,5,5,4,99,1,4,4,4,3,3,5,4,4,4,4,2,2,2,,,,1,1,2,,1,4.00,3.00,04,1,2,2,1,2,2,2,1,5,2,4,4,4,5,5,3,3,4,4,5,1,1,1,4,1,2,2,2, ,,,,,,,,4,4,4,3,5,4,1,3,4,08,96,96,08,96,96,2,,,,,,,,,,1,1,02,02,96,96,2,3,3,1,,,,038,6,3,3,3,2,1,2,2,2,2
184,South2,3,3,1,,1,5,15,6.10,06,12,15,9.00,6.93,00,3,5,3,4,2,1,2,4,3,4,4,3,1,4,4,4,4,2,2,2,,,,1,1,2,,3,8.00,1.00,00,4,1,1,2,4,2,3,1,3,2,1,3,2,3,3,3,3,3,4,3,1,3,2,3,3,1,1,2,999,3,4,,,,,,2,4,4,4,3,4,1,3,4,08,08,08,08,08,08,2,,,,,,,,,,1,1,03,01,02,96,3,4,6,1,,,,038,98,1,3,3,3,3,2,1,2,2
96,South2,3,3,1,,2,8,1,7.50,30,13,4,8.00,7.64,00,3,1,1,2,1,1,1,2,2,1,2,4,4,2,2,4,4,2,2,2,,,,1,1,2,,2,4.00,3.00,00,1,2,3,3,2,2,3,2,3,3,4,3,3,3,4,4,3,4,4,4,2,3,2,2,3,2,2,2, ,,,,,,,,4,4,1,2,3,3,1,1,4,10,08,10,08,10,10,2,,,,,,,,,,1,2,96, , , ,,5,3,1,,,,024,2,2,4,3,1,2,2,2,1,1
950,NE4,1,1,1,,1,6,1,6.50,30,11,1,9.00,7.21,00,3,3,2,4,99,1,1,4,4,4,4,1,2,4,4,4,4,2,2,2,,,,2,1,2,,2,5.00,3.00,00,2,2,3,1,2,2,2,3,4,3,4,2,4,4,4,4,3,3,4,5,2,2,2,3,2,1,1,2,00,2,6,,,,,,99,4,4,3,6,3,2,1,4,8,8,10,12,12,12,2,,,,,,,,,,1,2,96, , , ,,3,7,1,,,,033,7,1,4,4,3,4,2,1,1,1
172,NE2,1,1,1,,2,6,15,6.50,30,11,15,9.00,7.21,00,5,4,5,4,2,1,1,99,1,1,2,1,3,3,3,4,4,2,2,2,,,,1,1,2,,1,6.00,3.00,00,99,3,3,99,3,3,3,99,3,3,3,99,99,4,4,5,3,4,5,4,1,1,1,2,2,2,2,2, ,,,,,,,,2,4,3,1,2,3,3,99,4,08,08,10,10,10,12,2,,,,,,,,,,1,1,96, , , ,,5,3,1,,,,048,98,4,2,1,2,2,,,,
202,Mid1,2,2,1,,1,3,13,7.50,30,7,14,8.00,7.64,00,1,1,1,1,5,1,1,4,4,4,4,1,5,2,2,4,4,2,2,2,,,,1,1,2,,1,6.00,3.00,00,2,2,3,1,1,1,2,3,4,4,4,3,3,4,1,5,3,4,4,4,1,1,1,1,99,1,1,2,00,1,,,,,,,3,4,4,3,6,4,3,3,4,12,08,12,08,08,08,2,,,,,,,,,,1,1,01,01,96,96,1,5,6,1,,,,049,6,5,1,1,1,1,,,,
271,South2,3,3,1,,2,4,13,7.50,30,9,13,8.00,7.64,00,1,4,1,5,2,1,2,4,4,4,4,4,5,4,4,3,4,2,2,2,,,,1,1,2,,4,6.00,3.00,00,2,2,2,2,2,2,2,3,5,4,4,5,4,1,4,4,4,4,4,4,2,2,2,2,5,2,2,2, ,,,,,,,,3,4,4,3,3,4,3,3,4,08,08,12,12,12,08,2,,,,,,,,,,1,1,02,96,96,02,2,4,3,1,,,,036,4,5,1,3,1,4,2,2,2,2
395,NE2,1,1,1,,1,14,5,7.50,30,10,2,8.00,7.64,00,3,3,3,4,2,1,1,4,3,4,3,2,3,3,3,3,3,2,2,2,,,,2,1,2,,3,6.00,3.00,00,5,4,3,3,5,5,4,3,3,4,4,4,4,4,3,4,2,4,4,3,3,2,2,2,3,1,1,2,007,2,2,,,,,,2,4,3,2,3,2,4,2,4,10,12,13,13,10,13,2,,,,,,,,,,3,2,96, , , ,,4,6,1,,,,024,2,4,1,1,2,3,,,,
464,NE4,1,1,1,,2,6,15,7.50,30,9,1,8.00,7.64,00,4,2,2,3,2,1,1,4,3,4,4,2,4,3,2,4,4,2,2,2,,,,1,1,2,,1,6.00,3.00,00,2,2,1,1,2,1,2,2,4,2,4,4,4,4,4,4,5,5,5,5,1,1,2,1,2,1,2,2,02,1,,,,,,,3,4,3,3,5,4,3,4,4,06,08,10,08,10,08,5,,,,,,,,,,,1,01,01,96,96,1,4,7,1,,,,049,6,1,4,4,4,4,2,1,2,2
597,NE5,1,1,1,,1,4,12,7.50,30,8,14,8.00,7.64,00,2,3,3,2,4,1,1,3,3,3,3,2,3,4,3,3,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,1,2,2,1,2,2,2,2,4,2,4,4,4,3,3,4,4,3,3,3,3,2,2,2,2,2,2,2, ,,,,,,,,2,3,2,2,3,2,3,1,3,09,08,09,09,09,09,2,,,,,,,,,,1,1,01,96,01,96,1,4,7,1,,,,036,6,4,2,2,2,2,,,,
602,South5,3,3,1,,2,4,12,7.50,30,7,12,8.00,7.64,00,2,5,5,3,99,1,2,4,3,4,4,2,2,3,3,3,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,1,2,2,2,2,2,2,1,4,99,4,2,4,4,4,4,3,3,4,4,1,1,1,1,1,2,2,2, ,,,,,,,,4,4,4,3,3,2,4,99,3,10,08,12,08,12,08,2,,,,,,,,,,4,1,96, , , ,,3,5,1,,,,058,4,2,1,4,3,2,2,2,2,2
