caseid,market,census,region,qs1,s1t,qs3,q1a,q2a,q3,q3b,q4a,q5a,q6a,weekavg,q6b,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q9a,q9b,q9c,q9d,q9e,q10,q11,q12,q13,q14,q15a,q15b,q15c,q16a,q16b,q16c,q17a,q17b,q18,q19,q20,q21a,slp,q21b,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23a,q23b,q23c,q23d,q23e,q23f,q24a,q24b,q24c,q24d,q24e,q24f,q24g,q25a,q25b,q25c,q25d,q25e,q26a,q26b,q26c,q27,q28,q2901,q2902,q2903,q2904,q2905,q2906,q30a,q30b,q31a,q31b,q32,q33a,q33b,q33c,q34,q35a,q35b,q35c,q35d,q35e,q35f,q3601,q3602,q3603,q3604,q3605,q3606,q3607,q3608,q3609,q3610,q37,d1,d2a,d2b,d2c,d2d,ttlkid,d3,d4,d501,d502,d503,d504,d6,d7,q38,q39a,q39b,q39c,q39d,q40a,q40b,q40c,q40d
42,South2,3,3,1,,2,4,15,6.00,00,11,1,9.00,6.86,00,4,3,2,3,1,1,2,4,4,3,4,2,4,4,4,4,4,2,2,2,,,,1,1,2,,2,5.00,3.00,00,1,2,1,1,1,2,2,3,4,2,4,4,5,4,4,5,4,4,4,5,1,1,1,1,2,1,2,2,999,2,6,,,,,,4,4,3,3,4,4,2,4,4,08,08,10,10,10,10,2,,,,,,,,,,1,2,96, , , ,,4,7,1,,,,028,3,2,3,3,2,3,1,1,2,1
886,NE3,1,1,1,,1,4,15,6.00,00,9,1,9.00,6.86,00,5,4,1,4,2,1,3,4,3,3,3,2,3,4,4,4,4,2,2,1,,,2,1,1,2,,2,5.00,3.00,00,1,2,1,3,4,3,3,4,4,3,3,4,4,3,5,4,5,3,4,4,2,1,1,2,3,1,1,2,000,2,5,,,,,,4,4,4,1,3,4,3,3,4,18,12,16,16,16,04,2,,,,,,,,,,1,1,02,96,96,02,2,3,6,1,,,,034,6,4,4,2,1,2,,,,
902,South3,3,3,1,,1,5,3,6.00,00,13,4,9.00,6.86,00,5,3,3,3,5,3,2,4,4,4,99,3,3,4,4,3,3,2,2,2,,,,4,2,2,,3,5.00,3.00,00,1,2,1,1,2,2,2,5,5,4,4,4,5,1,1,2,1,1,3,2,2,1,1,2,2,1,2,2,10,5,3,,,,,,2,4,4,4,5,4,2,1,4,10,08,08,08,10,08,2,,,,,,,,,,1,4,01,96,01,96,1,2,3,1,,,,031,2,2,2,2,3,3,,,,
77,South1,3,3,1,,2,5,14,7.00,00,9,99,8.00,7.29,00,2,2,2,3,3,99,1,4,1,4,4,1,3,4,3,4,4,2,2,2,,,,1,2,2,,1,5.00,3.00,00,2,2,2,2,2,2,2,3,4,4,4,4,5,3,4,5,4,4,4,5,2,2,1,3,2,1,2,2,0,2,5,,,,,,3,4,4,4,5,4,3,2,4,08,08,12,12,08,08,3,,,,,,,,,,1,1,96, , , ,,4,5,1,,,,051,7,1,4,4,4,4,2,1,1,2
97,Mid2,2,2,1,,2,6,13,7.00,00,9,2,8.00,7.29,00,2,2,4,4,3,2,1,4,4,3,4,1,4,4,4,4,4,2,2,2,,,,2,2,2,,2,5.00,3.00,00,2,2,2,2,1,2,3,1,4,3,4,4,4,4,5,4,4,3,4,5,2,1,1,2,5,2,2,2, ,,,,,,,,3,4,2,2,3,4,1,4,1,09,08,10,10,10,10,3,,,,,,,,,,1,1,02,96,02,96,2,4,3,1,,,,042,5,2,2,2,3,3,,,,
269,West2,4,4,1,,2,4,13,7.00,00,7,15,8.00,7.29,00,3,2,2,2,5,99,2,4,4,3,3,2,3,4,4,4,4,2,2,2,,,,3,1,2,,3,5.00,3.00,00,1,2,2,1,2,2,2,5,1,3,4,3,1,3,3,3,2,2,4,3,2,1,1,1,1,1,2,2,01,1,,,,,,,4,4,4,4,3,4,1,1,3,07,08,07,08,08,07,3,,,,,,,,,,1,1,96, , , ,,3,3,1,,,,065,4,1,4,4,3,4,2,1,2,2
283,NE2,1,1,1,,1,4,14,7.00,00,9,1,8.00,7.29,00,2,4,3,4,2,2,1,3,4,2,3,2,3,3,3,2,3,2,2,2,,,,2,2,2,,3,5.00,3.00,00,1,1,2,2,2,2,2,2,5,3,4,4,3,3,4,2,2,1,2,3,2,4,2,2,99,1,1,2,02,3,1,,,,,,3,4,4,2,5,4,1,4,3,10,06,06,08,08,06,2,,,,,,,,,,2,1,02,02,96,96,2,3,5,1,95,,,045,5,1,3,4,3,3,2,1,1,2
965,South4,3,3,1,,1,7,14,7.00,00,10,4,8.00,7.29,00,1,1,1,5,5,1,1,4,4,4,4,2,5,4,3,4,3,2,2,2,,,,1,1,2,,1,5.00,3.00,00,2,2,99,3,2,2,2,2,4,4,4,4,4,4,5,5,4,5,5,5,1,99,2,1,1,2,2,2, ,,,,,,,,4,4,4,4,3,4,1,4,4,08,10,10,10,10,08,2,,,,,,,,,,4,3,96, , , ,,4,5,1,,,,032,5,2,1,3,1,3,2,2,2,2
1005,West6,4,4,1,,1,6,15,7.00,00,9,1,8.00,7.29,00,3,2,1,1,5,3,2,4,3,3,3,2,4,4,3,4,3,2,2,2,,,,2,1,2,,3,5.00,3.00,00,1,2,3,3,2,1,3,3,4,3,4,3,5,3,4,4,2,4,4,5,3,2,3,3,2,1,2,2,000,3,5,,,,,,3,3,3,2,5,3,2,1,4,08,06,08,08,08,08,1,,,,,,,,,,1,1,03,96,02,01,3,3,6,1,,,,037,7,3,3,1,1,2,,,,
11,Mid1,2,2,1,,2,4,11,8.00,00,8,1,7.00,7.71,00,2,2,3,2,5,1,1,4,4,3,3,3,3,4,3,4,4,2,2,2,,,,1,1,2,,3,5.00,3.00,00,2,4,3,1,2,2,2,3,5,3,4,4,4,4,4,5,4,4,5,4,2,1,2,2,2,2,2,2, ,,,,,,,,2,4,4,2,5,4,2,2,3,10,12,12,10,12,10,1,3,4,5,9,,,,,,1,1,01,96,01,96,,4,5,1,,,,044,5,99,99,99,99,99,,,,
179,Mid1,2,2,1,,2,14,6,5.00,00,12,14,10.00,6.43,00,2,3,3,3,3,1,2,4,4,4,4,2,3,4,3,4,4,2,2,2,,,,2,2,2,,2,6.00,1.00,00,2,2,3,3,2,2,2,3,4,3,3,3,3,3,5,4,4,2,4,4,2,1,2,3,1,2,2,2, ,,,,,,,,3,4,4,2,3,4,3,1,4,10,08,10,12,12,08,2,,,,,,,,,,3,1,01,01,96,96,1,4,5,1,,,,051,6,2,3,2,2,3,,,,
109,Mid2,2,2,1,,2,4,14,6.00,00,11,14,9.00,6.86,00,1,1,1,5,1,1,1,4,4,4,4,2,4,4,3,3,3,2,2,2,,,,1,1,2,,3,6.00,2.00,00,2,2,2,2,2,2,2,2,4,1,4,2,3,4,3,4,4,2,3,3,1,1,1,1,2,2,2,2, ,,,,,,,,3,4,4,4,6,3,3,3,4,8,9,8,8,8,8,2,,,,,,,,,,1,2,01,96,96,01,1,4,5,2,,,,022,3,3,3,2,1,3,,,,
192,South2,3,3,1,,2,3,13,6.00,00,8,14,9.00,6.86,00,4,2,2,4,4,1,2,3,2,3,3,2,3,4,3,4,4,2,2,2,,,,2,2,2,,2,6.00,2.00,00,1,1,2,2,2,2,2,2,5,3,4,4,99,3,4,2,3,4,4,4,1,1,1,1,2,2,2,2, ,,,,,,,,4,4,2,2,3,4,2,4,3,08,08,10,10,08,08,2,,,,,,,,,,1,1,96, , , ,,4,5,1,,,,056,6,1,2,3,1,3,2,1,2,1
217,Mid2,2,2,1,,2,2,12,6.00,00,7,12,9.00,6.86,00,1,1,1,1,99,1,1,3,3,4,4,2,5,4,4,4,4,2,2,2,,,,1,1,2,,3,6.00,2.00,00,2,3,2,2,3,3,3,3,4,3,4,3,4,3,3,4,3,2,5,4,3,1,2,2,2,1,2,2,02,1,,,,,,,3,4,3,3,2,4,2,4,4,8,8,10,8,08,7,2,,,,,,,,,,1,1,02,01,01,96,2,5,6,1,,,,038,6,4,2,1,2,1,,,,
733,South4,3,3,1,,2,5,1,6.00,00,11,2,9.00,6.86,00,2,2,2,3,5,2,1,3,2,3,2,2,4,4,3,3,3,2,2,2,,,,1,1,2,,2,6.00,2.00,00,2,2,3,2,2,2,2,3,3,3,5,4,4,3,3,4,3,4,4,5,2,1,2,1,2,1,1,2,012,1,,,,,,,1,4,2,3,99,4,3,1,3,99,99,99,99,08,08,2,,,,,,,,,,1,2,96, , , ,,4,6,1,,,,053,6,4,1,1,1,2,,,,
241,West2,4,4,1,,2,4,14,6.50,30,9,14,8.50,7.07,30,4,3,2,4,2,1,1,4,4,3,4,3,3,3,3,3,1,2,2,2,,,,2,1,2,,2,6.00,3.00,00,1,1,1,1,1,1,1,2,4,2,3,4,5,4,5,5,4,2,4,5,2,2,2,3,2,1,2,2,000,2,3,,,,,,2,3,3,1,5,4,2,4,3,10,08,10,10,08,10,6,,,,,,,,,,,1,02,01,01,96,2,4,5,1,,,,039,6,4,1,2,1,2,,,,
72,Mid1,2,2,1,,1,7,13,7.00,00,14,5,8.00,7.29,00,2,1,2,5,5,99,1,4,4,4,4,3,5,3,3,1,1,1,2,2,1,,,1,2,1,2,4,6.00,3.00,00,5,4,4,5,5,5,3,4,5,4,4,4,4,5,5,5,3,2,5,4,96,96,96,96,96,,,, ,,,,,,,,1,2,2,2,3,4,1,3,4,10,08,08,08,08,12,2,,,,,,,,,,1,2,03,01,01,01,,3,3,1,,,,031,5,3,3,2,3,3,,,,
140,Mid2,2,2,1,,1,4,13,7.00,00,8,15,8.00,7.29,00,1,3,1,1,1,1,1,3,3,3,4,1,4,4,3,4,4,2,2,2,,,,1,1,2,,1,6.00,3.00,00,3,3,3,2,3,2,2,2,4,1,1,5,99,1,3,4,3,3,4,4,96,96,96,96,96,,,, ,,,,,,,,4,4,3,2,3,4,1,4,4,99,10,12,12,10,08,2,,,,,,,,,,1,1,96, , , ,,5,5,1,,,,027,2,5,1,2,2,2,,,,
141,NE1,1,1,1,,2,3,12,7.00,00,7,13,8.00,7.29,00,1,5,5,4,4,2,2,4,3,3,4,1,2,3,3,3,3,2,2,2,,,,2,1,2,,3,6.00,3.00,00,2,2,2,2,2,2,2,2,4,2,2,4,4,4,4,3,3,3,4,3,1,1,1,1,5,1,2,2,00,1,,,,,,,3,4,4,1,3,4,3,3,3,08,10,08,10,10,08,2,,,,,,,,,,1,1,01,96,01,96,1,4,6,1,,,,046,6,2,1,3,4,3,2,1,2,2
151,Mid1,2,2,1,,2,5,15,7.00,00,9,15,8.00,7.29,00,5,5,5,4,99,99,4,4,4,3,3,3,2,4,3,4,4,2,2,2,,,,2,1,2,,1,6.00,3.00,00,2,4,3,2,4,3,3,2,2,3,2,3,3,1,4,4,5,3,3,3,1,1,2,1,2,2,2,2, ,,,,,,,,3,4,3,3,3,4,3,3,4,08,99,08,08,08,06,2,,,,,,,,,,1,1,96, , , ,,4,5,1,,,,052,5,2,4,4,4,3,1,1,2,2
157,South2,3,3,1,,2,5,11,7.00,00,5,11,8.00,7.29,00,1,4,4,1,1,1,1,4,3,4,4,3,3,4,3,3,4,2,2,2,,,,5,1,2,,1,6.00,3.00,00,3,2,3,3,2,2,3,3,4,3,4,3,5,4,5,4,3,5,4,4,1,1,5,1,1,2,2,2, ,,,,,,,,98,4,3,4,3,4,1,3,2,10,04,08,08,08,06,5,,,,,,,,,,,1,96, , , ,,5,5,1,,,,060,6,1,1,3,3,1,2,1,2,2
180,South1,3,3,1,,1,4,12,7.00,00,9,14,8.00,7.29,00,2,2,1,3,5,4,1,3,3,3,3,3,3,4,4,4,4,1,2,2,2,,,1,1,2,,3,6.00,3.00,00,1,2,3,3,3,3,3,3,5,3,4,4,4,3,3,4,3,2,4,3,2,2,3,2,2,1,1,2,1,2,1,,,,,,3,4,2,2,2,3,3,1,4,08,08,12,12,10,10,2,,,,,,,,,,4,1,03,01,02,96,3,3,3,1,,,,036,5,4,1,1,1,1,,,,
307,West2,4,4,1,,1,2,9,7.00,00,2,10,8.00,7.29,00,1,2,2,2,5,99,1,4,4,4,3,2,3,4,3,4,4,2,2,2,,,,1,2,2,,1,6.00,3.00,00,5,1,1,1,4,1,1,1,5,4,5,5,5,1,2,3,1,3,3,3,2,1,2,2,5,2,2,2, ,,,,,,,,4,4,4,3,3,4,1,4,3,10,08,08,08,10,08,2,,,,,,,,,,1,1,96, , , ,,5,6,1,,,,054,6,5,1,1,2,2,,,,
333,NE3,1,1,1,,2,4,12,7.00,00,9,15,8.00,7.29,00,4,3,4,3,99,99,3,4,2,4,4,2,3,4,4,4,4,2,2,2,,,,1,5,2,,1,6.00,3.00,00,1,1,4,1,1,2,1,1,1,2,2,1,4,5,5,5,1,4,5,5,2,2,2,2,3,1,1,2,000,1,,,,,,,2,3,4,4,3,4,3,4,4,08,08,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,5,3,1,,,,049,3,3,3,3,3,2,1,1,1,2
384,South3,3,3,1,,2,5,14,7.00,00,9,14,8.00,7.29,00,3,3,3,3,2,1,2,3,3,2,3,1,3,3,3,3,3,2,2,2,,,,1,1,2,,1,6.00,3.00,00,1,2,3,2,2,2,3,3,3,4,4,3,3,3,4,4,4,3,4,4,1,1,1,2,1,1,2,2,0,1,,,,,,,2,3,3,2,4,3,3,2,4,10,10,12,12,10,8,2,,,,,,,,,,1,1,02,01,01,96,2,4,6,1,,,,041,98,1,3,3,3,3,2,1,2,2
409,West4,4,4,1,,2,2,12,7.00,00,5,14,8.00,7.29,00,1,1,2,3,5,1,1,4,3,4,3,2,3,4,4,4,3,2,2,2,,,,1,1,2,,2,6.00,3.00,00,1,2,2,1,2,2,2,2,3,2,4,4,4,4,4,4,2,4,5,4,2,1,1,2,2,1,2,2,000,2,4,,,,,,2,3,3,3,3,3,3,2,4,08,08,08,10,10,08,2,,,,,,,,,,1,1,96, , , ,,3,5,1,,,,061,6,5,1,1,1,3,,,,
422,NE1,1,1,1,,2,6,15,7.00,00,9,1,8.00,7.29,00,2,2,1,4,4,1,1,4,3,3,4,1,3,3,3,4,4,2,2,2,,,,1,1,2,,3,6.00,3.00,00,2,2,3,2,2,2,3,3,5,4,4,3,4,4,4,4,5,2,4,3,3,2,2,5,5,1,1,2,002,4,6,,,,,,3,3,3,1,1,4,2,2,4,08,08,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,3,6,1,,,,031,98,3,3,1,2,3,,,,
431,Mid2,2,2,1,,1,6,14,7.00,00,9,1,8.00,7.29,00,2,2,1,3,4,1,1,3,3,4,4,3,4,4,4,4,4,2,2,2,,,,1,1,2,,3,6.00,3.00,00,2,2,3,1,2,2,2,3,4,3,4,4,3,4,4,5,5,3,5,4,2,1,3,1,2,1,2,2,000,3,5,,,,,,3,4,2,2,3,3,3,2,3,08,06,08,08,08,06,2,3,,,,,,,,,1,1,01,96,96,01,1,4,7,1,,,,028,4,3,1,2,1,2,,,,
441,Mid1,2,2,1,,2,6,14,7.00,00,12,4,8.00,7.29,00,2,2,2,1,3,1,1,3,3,3,4,1,4,3,3,3,3,2,2,2,,,,2,1,2,,1,6.00,3.00,00,3,3,1,3,2,2,3,1,4,3,4,3,4,5,5,4,5,4,5,5,1,1,1,4,4,2,2,2, ,,,,,,,,4,4,4,2,5,4,3,1,4,10,08,08,10,10,05,3,,,,,,,,,,1,1,01,01,96,96,1,4,5,1,,,,046,6,1,3,1,1,2,,,,
539,South4,3,3,1,,2,11,13,7.00,00,13,2,8.00,7.29,00,1,4,2,4,1,1,4,4,4,3,3,1,3,4,4,4,3,2,2,2,,,,2,1,2,,2,6.00,3.00,00,2,3,3,2,2,3,2,3,1,2,3,3,99,3,3,5,4,3,5,5,2,1,1,1,2,1,2,2,003,2,5,,,,,,1,4,4,3,2,4,3,4,3,09,06,08,08,10,08,4,,,,,,,,,,,2,96, , , ,,4,3,1,,,,018,6,1,3,3,3,4,2,2,1,1
605,South5,3,3,1,,2,5,14,7.00,00,11,1,8.00,7.29,00,3,3,2,2,2,2,1,3,2,3,4,3,3,4,4,4,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,2,2,2,2,2,1,2,1,3,2,4,2,5,3,4,4,3,4,5,3,2,2,2,2,3,1,1,2,001,2,5,4,,,,,3,2,4,2,3,4,2,3,3,09,10,10,09,10,08,2,,,,,,,,,,1,1,96, , , ,,2,6,2,,,,046,7,3,3,2,2,2,,,,
676,Mid4,2,2,1,,1,5,13,7.00,00,9,1,8.00,7.29,00,3,3,3,3,2,2,2,4,4,4,4,3,4,4,4,3,3,2,2,2,,,,2,2,2,,2,6.00,3.00,00,2,2,2,2,2,2,2,4,5,4,5,4,4,4,3,4,2,3,3,3,3,2,2,2,4,1,1,2,000,2,4,5,,,,,1,4,1,2,3,4,2,4,4,08,10,10,10,10,08,2,,,,,,,,,,1,1,02,01,01,96,2,4,5,1,,,,045,4,2,3,3,3,2,2,2,2,2
690,West2,4,4,1,,2,4,12,7.00,00,7,14,8.00,7.29,00,3,2,2,3,4,2,2,3,4,4,3,2,4,4,3,4,4,2,2,2,,,,1,2,2,,1,6.00,3.00,00,1,2,1,2,2,1,2,5,5,2,4,4,5,3,3,4,2,3,4,3,1,1,1,1,2,1,2,2,000,2,4,,,,,,4,4,3,2,2,4,1,4,3,08,12,12,12,08,08,2,,,,,,,,,,1,1,03,01,01,01,3,4,3,1,,,,040,3,2,3,3,3,2,2,1,1,1
692,NE5,1,1,1,,2,9,1,7.00,00,11,2,8.00,7.29,00,3,3,3,5,3,1,1,3,4,3,3,2,4,2,1,4,4,2,2,2,,,,1,1,2,,3,6.00,3.00,00,1,1,2,2,2,2,2,5,5,2,4,4,4,4,5,5,3,4,5,4,2,1,2,2,1,1,2,2,005,1,,,,,,,3,4,4,2,6,4,2,3,3,10,96,16,16,16,99,3,,,,,,,,,,4,1,04,01,03,96,4,4,6,1,,,,050,4,4,2,2,2,2,,,,
796,South2,3,3,1,,1,5,15,7.00,00,9,1,8.00,7.29,00,1,2,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,2,2,2,,,,1,1,2,,1,6.00,3.00,00,5,2,2,1,2,2,2,2,4,4,4,4,5,3,4,4,4,4,5,4,1,1,1,1,1,2,2,2, ,,,,,,,,3,4,1,1,5,1,2,4,4,10,06,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,5,7,2,,,,046,98,4,1,1,1,1,,,,
806,South5,3,3,1,,1,11,6,7.00,00,11,14,8.00,7.29,00,2,2,2,2,5,2,1,3,4,4,4,2,4,4,4,4,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,2,1,2,2,2,2,2,2,4,2,4,2,4,3,4,4,3,3,4,4,2,2,2,2,5,1,2,2,000,3,1,,,,,,4,4,3,3,1,4,1,4,3,06,08,08,08,08,08,2,,,,,,,,,,4,1,96, , , ,,4,5,1,,,,056,5,4,1,1,1,2,,,,
843,Mid3,2,2,1,,1,6,12,7.00,00,7,14,8.00,7.29,00,2,4,4,3,4,5,1,3,3,3,3,3,3,4,4,3,3,1,2,2,2,,,1,1,2,,3,6.00,3.00,00,2,2,3,1,2,2,2,3,4,3,4,4,5,3,2,2,3,3,1,2,2,1,3,1,1,1,2,2,000,1,,,,,,,3,3,3,3,3,4,1,4,4,08,08,10,08,08,06,1,,,,,,,,,,1,1,01,96,01,96,1,5,6,1,,,,046,6,2,3,3,3,3,2,1,1,1
873,Mid5,2,2,1,,1,5,13,7.00,00,9,1,8.00,7.29,00,2,2,3,3,3,1,1,3,3,2,3,2,3,2,3,3,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,4,2,4,4,4,4,4,2,3,4,4,2,3,3,4,4,4,3,5,3,2,2,3,2,2,1,1,2,2,2,4,,,,,,3,4,3,2,3,4,3,2,3,10,08,10,10,10,10,2,,,,,,,,,,1,1,01,01,96,96,1,4,7,1,,,,047,7,3,2,2,2,2,,,,
890,Mid4,2,2,1,,1,5,14,7.00,00,8,15,8.00,7.29,00,2,2,3,3,2,2,1,4,4,4,3,1,4,3,2,4,4,2,2,2,,,,1,1,2,,1,6.00,3.00,00,4,2,3,2,2,3,2,3,4,2,4,4,4,4,4,4,3,3,4,5,1,1,1,1,1,1,2,2,000,1,,,,,,,2,4,2,1,2,4,2,4,4,08,08,10,09,09,08,2,,,,,,,,,,1,1,03,96,03,96,3,5,7,1,,,,041,6,3,3,1,1,3,,,,
909,Mid5,2,2,1,,1,14,4,7.00,00,12,4,8.00,7.29,00,1,2,3,4,99,99,2,3,3,4,4,2,3,3,3,3,3,2,2,2,,,,4,1,2,,2,6.00,3.00,00,2,2,2,2,2,1,3,3,4,2,4,3,3,3,4,4,2,3,4,4,2,2,1,1,1,1,2,2,002,2,3,,,,,,3,4,3,3,3,3,2,3,3,08,08,10,10,10,08,2,,,,,,,,,,3,1,96, , , ,,3,6,1,,,,048,4,3,2,1,1,1,,,,
921,Mid4,2,2,1,,1,4,13,7.00,00,11,1,8.00,7.29,00,1,2,3,2,5,1,2,4,3,4,4,2,5,4,4,4,4,2,2,2,,,,1,1,2,,1,6.00,3.00,00,1,3,3,1,3,3,3,3,5,5,4,1,3,4,2,5,4,5,5,5,2,1,1,2,2,2,2,2, ,,,,,,,,4,4,4,1,5,3,4,1,4,12,12,08,08,08,08,2,,,,,,,,,,4,1,96, , , ,,5,3,1,,,,059,6,1,1,4,1,1,2,2,2,2
954,South4,3,3,1,,1,11,15,7.00,00,11,14,8.00,7.29,00,4,2,2,3,2,3,1,2,1,4,4,1,3,4,3,3,3,2,2,2,,,,1,1,2,,2,6.00,3.00,00,4,1,4,2,4,2,2,4,2,2,2,2,4,3,2,5,2,4,5,4,2,1,2,2,1,1,1,2,000,1,,,,,,,3,3,3,3,3,3,3,4,4,08,08,08,08,07,07,7,,,,,,,,,,,1,96, , , ,,2,3,1,,,,065,4,2,3,1,2,3,,,,
982,West5,4,4,1,,1,4,10,7.00,00,6,12,8.00,7.29,00,2,4,3,2,3,2,1,3,3,3,3,3,4,4,4,4,4,2,2,2,,,,1,1,2,,3,6.00,3.00,00,2,2,2,2,2,2,2,3,4,2,4,4,4,4,5,5,3,4,5,5,2,2,2,2,2,1,2,2,002,2,5,,,,,,3,4,4,4,3,3,4,1,3,12,12,24,12,12,12,1,,,,,,,,,,4,1,02,02,96,96,2,5,6,1,,,,046,6,4,3,3,3,3,1,1,1,1
799,West4,4,4,1,,2,6,13,7.50,30,6,13,7.50,7.50,30,2,2,2,4,1,1,1,4,4,3,4,2,4,4,3,4,4,2,2,2,,,,1,1,2,,3,6.00,3.00,00,1,3,2,1,2,2,2,4,3,2,4,4,5,3,4,4,4,3,3,4,2,2,2,1,2,1,2,2,000,3,3,,,,,,2,3,3,99,3,3,3,2,3,08,08,12,12,08,08,5,,,,,,,,,,,1,02,96,96,02,2,4,7,1,,,,034,4,3,2,2,3,3,,,,
465,West5,4,4,1,,2,8,14,8.00,00,11,4,7.00,7.71,00,5,3,4,2,2,2,1,3,3,4,4,2,3,3,3,4,3,2,2,2,,,,2,2,2,,3,6.00,3.00,00,1,2,3,2,2,3,2,1,4,2,4,3,4,4,5,5,4,4,5,4,3,2,4,1,2,1,2,2,001,3,5,,,,,,3,4,4,3,1,4,2,3,3,10,10,08,08,08,10,2,,,,,,,,,,1,2,96, , , ,,5,6,1,,,,022,4,4,3,1,3,2,,,,
566,Mid3,2,2,1,,2,7,13,8.00,00,10,14,7.00,7.71,00,3,3,3,5,1,1,1,4,4,3,4,2,4,3,3,4,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,5,4,3,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,4,2,2,2,1,1,2,2,2, ,,,,,,,,4,3,4,2,5,4,1,4,4,10,08,10,10,10,08,2,,,,,,,,,,4,1,96, , , ,,4,4,1,,,,020,3,2,3,3,3,3,2,1,2,2
708,NE2,1,1,1,,2,8,15,8.00,00,9,3,7.00,7.71,00,4,2,2,2,2,2,2,4,4,4,4,4,4,4,3,4,3,2,2,2,,,,2,1,2,,2,6.00,3.00,00,1,1,2,3,3,2,4,3,5,3,4,2,4,4,5,5,5,3,5,4,1,2,5,2,3,1,2,2,000,1,,,,,,,3,4,3,2,3,4,1,4,4,12,06,10,10,08,08,3,,,,,,,,,,2,1,01,96,96,01,1,4,5,1,,,,028,5,1,4,3,4,3,2,1,2,1
780,Mid1,2,2,1,,1,11,2,8.00,00,12,4,7.00,7.71,00,3,2,2,2,3,1,1,4,2,3,2,2,4,3,2,4,4,2,2,2,,,,1,1,2,,3,6.00,3.00,00,1,2,3,1,2,2,2,3,5,5,4,3,5,3,3,3,2,3,4,3,2,2,2,1,2,1,2,2,000,2,2,,,,,,1,3,2,2,5,4,2,4,4,16,14,12,14,16,16,2,4,,,,,,,,,1,2,96, , , ,,4,3,1,,,,021,5,2,3,3,1,3,2,2,2,1
832,South4,3,3,1,,1,7,11,9.00,00,8,14,6.00,8.14,00,1,5,4,2,5,3,3,4,4,4,4,3,4,4,4,4,4,2,2,2,,,,1,5,2,,3,6.00,3.00,00,1,2,1,3,2,2,2,3,4,3,4,4,5,4,2,5,3,2,5,3,2,1,2,2,1,1,2,2,002,2,4,,,,,,2,4,4,4,3,4,2,4,4,08,08,08,08,08,10,7,,,,,,,,,,,1,96, , , ,,3,3,1,,,,064,3,1,4,4,3,4,1,1,1,1
689,West1,4,4,1,,1,5,15,6.50,30,10,15,8.50,7.07,30,1,3,1,4,1,1,1,4,4,4,4,1,3,4,4,3,3,2,2,2,,,,1,1,2,,2,6.50,2.00,30,1,3,3,2,2,2,3,3,4,3,4,3,4,4,5,5,4,4,5,5,1,1,1,1,1,2,2,2, ,,,,,,,,4,4,2,2,4,4,4,4,4,08,06,08,08,08,08,2,,,,,,,,,,1,1,02,96,02,96,2,4,5,3,,,,033,4,3,1,1,1,2,,,,
904,NE2,1,1,1,,1,9,1,7.00,00,9,1,8.00,7.29,00,4,2,2,1,1,1,2,3,4,4,4,1,4,4,3,4,4,2,2,2,,,,1,1,2,,2,6.50,3.00,30,2,3,3,3,2,2,3,2,3,3,3,3,3,5,5,5,5,3,5,5,2,2,2,2,2,2,2,2, ,,,,,,,,1,4,3,1,5,3,3,1,4,08,07,09,08,08,08,2,,,,,,,,,,3,1,96, , , ,,3,5,1,,,,059,4,5,1,1,2,1,,,,
244,West1,4,4,1,,2,5,11,8.00,00,8,14,7.00,7.71,00,2,2,3,2,5,1,1,3,2,4,4,2,3,4,3,4,4,2,2,2,,,,1,1,2,,2,6.50,3.00,30,2,1,1,2,1,2,3,3,4,4,3,3,1,4,3,4,3,3,5,5,1,1,1,2,1,1,2,2,002,2,5,,,,,,98,4,4,4,2,4,1,4,4,10,12,12,12,10,10,2,,,,,,,,,,1,1,02,96,01,01,2,3,3,1,,,,036,3,2,2,3,3,3,2,2,2,2
47,South1,3,3,1,,2,3,14,7.00,00,9,14,8.00,7.29,00,1,2,2,2,4,1,1,3,3,4,3,3,3,4,4,3,3,2,2,2,,,,1,1,2,,4,7.00,2.00,00,1,2,2,3,2,4,2,1,5,2,1,2,4,3,3,4,3,4,3,5,2,2,2,1,2,1,2,2,00,2,4,,,,,,2,4,2,2,3,3,3,3,4,12,12,12,12,12,08,2,,,,,,,,,,1,1,96, , , ,,3,3,1,,,,031,1,3,2,2,2,2,,,,
99,Mid2,2,2,1,,2,3,9,7.00,00,10,1,8.00,7.29,00,2,2,2,2,5,99,1,4,4,4,4,3,4,4,4,4,4,2,2,2,,,,1,1,1,2,2,7.00,2.00,00,3,3,3,3,3,3,3,99,99,3,3,3,3,4,3,4,4,3,4,4,2,2,2,4,1,2,2,2, ,,,,,,,,4,4,4,4,5,4,1,4,4,08,08,10,08,08,07,2,,,,,,,,,,1,2,96, , , ,,2,5,1,,,,056,3,2,1,1,1,3,,,,
